room_id,building_id,floor_number,floor_label,room_code,room_name,room_type
DKU_SCI2_1_107_1,DKU_SCI2,1,1F,107-1,SCI2 107-1,classroom
DKU_SCI2_1_108,DKU_SCI2,1,1F,108,SCI2 108,classroom
DKU_SCI2_1_109,DKU_SCI2,1,1F,109,SCI2 109,classroom
DKU_SCI2_1_110,DKU_SCI2,1,1F,110,SCI2 110,classroom
DKU_SCI2_1_110_1,DKU_SCI2,1,1F,110-1,SCI2 110-1,classroom
DKU_SCI2_1_110_2,DKU_SCI2,1,1F,110-2,SCI2 110-2,classroom
DKU_SCI2_1_111,DKU_SCI2,1,1F,111,SCI2 111,classroom
DKU_SCI2_2_201,DKU_SCI2,2,2F,201,SCI2 201,classroom
DKU_SCI2_2_202,DKU_SCI2,2,2F,202,SCI2 202,classroom
DKU_SCI2_2_203,DKU_SCI2,2,2F,203,SCI2 203,classroom
DKU_SCI2_2_204,DKU_SCI2,2,2F,204,SCI2 204,classroom
DKU_SCI2_2_205,DKU_SCI2,2,2F,205,SCI2 205,classroom
DKU_SCI2_2_206,DKU_SCI2,2,2F,206,SCI2 206,classroom
DKU_SCI2_2_207,DKU_SCI2,2,2F,207,SCI2 207,classroom
DKU_SCI2_2_208,DKU_SCI2,2,2F,208,SCI2 208,classroom
DKU_SCI2_2_209,DKU_SCI2,2,2F,209,SCI2 209,classroom
DKU_SCI2_2_210,DKU_SCI2,2,2F,210,SCI2 210,classroom
DKU_SCI2_2_211,DKU_SCI2,2,2F,211,SCI2 211,classroom
DKU_SCI2_2_212,DKU_SCI2,2,2F,212,SCI2 212,classroom
DKU_SCI2_2_213,DKU_SCI2,2,2F,213,SCI2 213,classroom
DKU_SCI2_2_214,DKU_SCI2,2,2F,214,SCI2 214,classroom
DKU_SCI2_2_215,DKU_SCI2,2,2F,215,SCI2 215,classroom
DKU_SCI2_2_216,DKU_SCI2,2,2F,216,SCI2 216,classroom
DKU_SCI2_2_217,DKU_SCI2,2,2F,217,SCI2 217,classroom
DKU_SCI2_2_218,DKU_SCI2,2,2F,218,SCI2 218,classroom
DKU_SCI2_2_219,DKU_SCI2,2,2F,219,SCI2 219,classroom
DKU_SCI2_2_220,DKU_SCI2,2,2F,220,SCI2 220,classroom
DKU_SCI2_2_220_1,DKU_SCI2,2,2F,220-1,SCI2 220-1,classroom
DKU_SCI2_2_221,DKU_SCI2,2,2F,221,SCI2 221,classroom
DKU_SCI2_2_221_1,DKU_SCI2,2,2F,221-1,SCI2 221-1,classroom
DKU_SCI2_2_222,DKU_SCI2,2,2F,222,SCI2 222,classroom
DKU_SCI2_3_301,DKU_SCI2,3,3F,301,SCI2 301,classroom
DKU_SCI2_3_302,DKU_SCI2,3,3F,302,SCI2 302,classroom
DKU_SCI2_3_303,DKU_SCI2,3,3F,303,SCI2 303,classroom
DKU_SCI2_3_304,DKU_SCI2,3,3F,304,SCI2 304,classroom
DKU_SCI2_3_305,DKU_SCI2,3,3F,305,SCI2 305,classroom
DKU_SCI2_3_305_1,DKU_SCI2,3,3F,305-1,SCI2 305-1,classroom
DKU_SCI2_3_306,DKU_SCI2,3,3F,306,SCI2 306,classroom
DKU_SCI2_3_307,DKU_SCI2,3,3F,307,SCI2 307,classroom
DKU_SCI2_3_308,DKU_SCI2,3,3F,308,SCI2 308,classroom
DKU_SCI2_3_309,DKU_SCI2,3,3F,309,SCI2 309,classroom
DKU_SCI2_3_310,DKU_SCI2,3,3F,310,SCI2 310,classroom
DKU_SCI2_3_311,DKU_SCI2,3,3F,311,SCI2 311,classroom
DKU_SCI2_3_312,DKU_SCI2,3,3F,312,SCI2 312,classroom
DKU_SCI2_3_313,DKU_SCI2,3,3F,313,SCI2 313,classroom
DKU_SCI2_3_314,DKU_SCI2,3,3F,314,SCI2 314,classroom
DKU_SCI2_3_315,DKU_SCI2,3,3F,315,SCI2 315,classroom
DKU_SCI2_3_316,DKU_SCI2,3,3F,316,SCI2 316,classroom
DKU_SCI2_3_316_1,DKU_SCI2,3,3F,316-1,SCI2 316-1,classroom
DKU_SCI2_3_317,DKU_SCI2,3,3F,317,SCI2 317,classroom
DKU_SCI2_3_318,DKU_SCI2,3,3F,318,SCI2 318,classroom
DKU_SCI2_3_319,DKU_SCI2,3,3F,319,SCI2 319,classroom
DKU_SCI2_3_320,DKU_SCI2,3,3F,320,SCI2 320,classroom
DKU_SCI2_3_321,DKU_SCI2,3,3F,321,SCI2 321,classroom
DKU_SCI2_3_322,DKU_SCI2,3,3F,322,SCI2 322,classroom
DKU_SCI2_3_323,DKU_SCI2,3,3F,323,SCI2 323,classroom
DKU_SCI2_3_324,DKU_SCI2,3,3F,324,SCI2 324,classroom
DKU_SCI2_3_325,DKU_SCI2,3,3F,325,SCI2 325,classroom
DKU_SCI2_3_326,DKU_SCI2,3,3F,326,SCI2 326,classroom
DKU_SCI2_4_401,DKU_SCI2,4,4F,401,SCI2 401,classroom
DKU_SCI2_4_401_1,DKU_SCI2,4,4F,401-1,SCI2 401-1,classroom
DKU_SCI2_4_402,DKU_SCI2,4,4F,402,SCI2 402,classroom
DKU_SCI2_4_402_1,DKU_SCI2,4,4F,402-1,SCI2 402-1,classroom
DKU_SCI2_4_403,DKU_SCI2,4,4F,403,SCI2 403,classroom
DKU_SCI2_4_404,DKU_SCI2,4,4F,404,SCI2 404,classroom
DKU_SCI2_4_405,DKU_SCI2,4,4F,405,SCI2 405,classroom
DKU_SCI2_4_406,DKU_SCI2,4,4F,406,SCI2 406,classroom
DKU_SCI2_4_407,DKU_SCI2,4,4F,407,SCI2 407,classroom
DKU_SCI2_4_408,DKU_SCI2,4,4F,408,SCI2 408,classroom
DKU_SCI2_4_409,DKU_SCI2,4,4F,409,SCI2 409,classroom
DKU_SCI2_4_410,DKU_SCI2,4,4F,410,SCI2 410,classroom
DKU_SCI2_4_411,DKU_SCI2,4,4F,411,SCI2 411,classroom
DKU_SCI2_4_412,DKU_SCI2,4,4F,412,SCI2 412,classroom
DKU_SCI2_4_413,DKU_SCI2,4,4F,413,SCI2 413,classroom
DKU_SCI2_4_414,DKU_SCI2,4,4F,414,SCI2 414,classroom
DKU_SCI2_4_415,DKU_SCI2,4,4F,415,SCI2 415,classroom
DKU_SCI2_4_415_1,DKU_SCI2,4,4F,415-1,SCI2 415-1,classroom
DKU_SCI2_4_416,DKU_SCI2,4,4F,416,SCI2 416,classroom
DKU_SCI2_4_416_1,DKU_SCI2,4,4F,416-1,SCI2 416-1,classroom
DKU_SCI2_4_417,DKU_SCI2,4,4F,417,SCI2 417,classroom
DKU_SCI2_4_418,DKU_SCI2,4,4F,418,SCI2 418,classroom
DKU_SCI2_4_419,DKU_SCI2,4,4F,419,SCI2 419,classroom
DKU_SCI2_4_420,DKU_SCI2,4,4F,420,SCI2 420,classroom
DKU_SCI2_4_421,DKU_SCI2,4,4F,421,SCI2 421,classroom
DKU_SCI2_4_422,DKU_SCI2,4,4F,422,SCI2 422,classroom
DKU_SCI2_5_501,DKU_SCI2,5,5F,501,SCI2 501,classroom
DKU_SCI2_5_502,DKU_SCI2,5,5F,502,SCI2 502,classroom
DKU_SCI2_5_503,DKU_SCI2,5,5F,503,SCI2 503,classroom
DKU_SCI2_5_504,DKU_SCI2,5,5F,504,SCI2 504,classroom
DKU_SCI2_5_505,DKU_SCI2,5,5F,505,SCI2 505,classroom
DKU_SCI2_5_506,DKU_SCI2,5,5F,506,SCI2 506,classroom
DKU_SCI2_5_507,DKU_SCI2,5,5F,507,SCI2 507,classroom
DKU_SCI2_5_508,DKU_SCI2,5,5F,508,SCI2 508,classroom
DKU_SCI2_5_509,DKU_SCI2,5,5F,509,SCI2 509,classroom
DKU_SCI2_5_510,DKU_SCI2,5,5F,510,SCI2 510,classroom
DKU_SCI2_5_511,DKU_SCI2,5,5F,511,SCI2 511,classroom
DKU_SCI2_5_512,DKU_SCI2,5,5F,512,SCI2 512,classroom
DKU_SCI2_5_513,DKU_SCI2,5,5F,513,SCI2 513,classroom
DKU_SCI2_5_514,DKU_SCI2,5,5F,514,SCI2 514,classroom
DKU_SCI2_5_515,DKU_SCI2,5,5F,515,SCI2 515,classroom
DKU_SCI2_5_516,DKU_SCI2,5,5F,516,SCI2 516,classroom
DKU_SCI2_5_517,DKU_SCI2,5,5F,517,SCI2 517,classroom
DKU_SCI2_5_518,DKU_SCI2,5,5F,518,SCI2 518,classroom
DKU_SCI2_5_519,DKU_SCI2,5,5F,519,SCI2 519,classroom
DKU_SCI2_5_520,DKU_SCI2,5,5F,520,SCI2 520,classroom
DKU_SCI2_5_521,DKU_SCI2,5,5F,521,SCI2 521,classroom
DKU_SCI2_5_522,DKU_SCI2,5,5F,522,SCI2 522,classroom
DKU_SCI2_5_523,DKU_SCI2,5,5F,523,SCI2 523,classroom
DKU_SCI2_5_524,DKU_SCI2,5,5F,524,SCI2 524,classroom
DKU_SCI2_5_525,DKU_SCI2,5,5F,525,SCI2 525,classroom
DKU_SCI2_5_526,DKU_SCI2,5,5F,526,SCI2 526,classroom
DKU_SCI2_5_527,DKU_SCI2,5,5F,527,SCI2 527,classroom
DKU_SCI2_5_528,DKU_SCI2,5,5F,528,SCI2 528,classroom
DKU_SCI3_1_101,DKU_SCI3,1,1F,101,SCI3 101,classroom
DKU_SCI3_1_102,DKU_SCI3,1,1F,102,SCI3 102,classroom
DKU_SCI3_1_103,DKU_SCI3,1,1F,103,SCI3 103,classroom
DKU_SCI3_1_104,DKU_SCI3,1,1F,104,SCI3 104,classroom
DKU_SCI3_1_105,DKU_SCI3,1,1F,105,SCI3 105,classroom
DKU_SCI3_1_106,DKU_SCI3,1,1F,106,SCI3 106,classroom
DKU_SCI3_1_107,DKU_SCI3,1,1F,107,SCI3 107,classroom
DKU_SCI3_1_108,DKU_SCI3,1,1F,108,SCI3 108,classroom
DKU_SCI3_1_109,DKU_SCI3,1,1F,109,SCI3 109,classroom
DKU_SCI3_1_110,DKU_SCI3,1,1F,110,SCI3 110,classroom
DKU_SCI3_1_111,DKU_SCI3,1,1F,111,SCI3 111,classroom
DKU_SCI3_2_201,DKU_SCI3,2,2F,201,SCI3 201,classroom
DKU_SCI3_2_202,DKU_SCI3,2,2F,202,SCI3 202,classroom
DKU_SCI3_2_203,DKU_SCI3,2,2F,203,SCI3 203,classroom
DKU_SCI3_2_204,DKU_SCI3,2,2F,204,SCI3 204,classroom
DKU_SCI3_2_205,DKU_SCI3,2,2F,205,SCI3 205,classroom
DKU_SCI3_2_206,DKU_SCI3,2,2F,206,SCI3 206,classroom
DKU_SCI3_2_207,DKU_SCI3,2,2F,207,SCI3 207,classroom
DKU_SCI3_2_208,DKU_SCI3,2,2F,208,SCI3 208,classroom
DKU_SCI3_2_209,DKU_SCI3,2,2F,209,SCI3 209,classroom
DKU_SCI3_2_210,DKU_SCI3,2,2F,210,SCI3 210,classroom
DKU_SCI3_2_211,DKU_SCI3,2,2F,211,SCI3 211,classroom
DKU_SCI3_2_212,DKU_SCI3,2,2F,212,SCI3 212,classroom
DKU_SCI3_2_213,DKU_SCI3,2,2F,213,SCI3 213,classroom
DKU_SCI3_2_214,DKU_SCI3,2,2F,214,SCI3 214,classroom
DKU_SCI3_2_215,DKU_SCI3,2,2F,215,SCI3 215,classroom
DKU_SCI3_2_216,DKU_SCI3,2,2F,216,SCI3 216,classroom
DKU_SCI3_2_217,DKU_SCI3,2,2F,217,SCI3 217,classroom
DKU_SCI3_2_218,DKU_SCI3,2,2F,218,SCI3 218,classroom
DKU_SCI3_2_219,DKU_SCI3,2,2F,219,SCI3 219,classroom
DKU_SCI3_2_220,DKU_SCI3,2,2F,220,SCI3 220,classroom
DKU_SCI3_2_221,DKU_SCI3,2,2F,221,SCI3 221,classroom
DKU_SCI3_2_222,DKU_SCI3,2,2F,222,SCI3 222,classroom
DKU_SCI3_2_223,DKU_SCI3,2,2F,223,SCI3 223,classroom
DKU_SCI3_2_224,DKU_SCI3,2,2F,224,SCI3 224,classroom
DKU_SCI3_2_224_1,DKU_SCI3,2,2F,224-1,SCI3 224-1,classroom
DKU_SCI3_2_225,DKU_SCI3,2,2F,225,SCI3 225,classroom
DKU_SCI3_2_226,DKU_SCI3,2,2F,226,SCI3 226,classroom
DKU_SCI3_2_227,DKU_SCI3,2,2F,227,SCI3 227,classroom
DKU_SCI3_3_301,DKU_SCI3,3,3F,301,SCI3 301,classroom
DKU_SCI3_3_302,DKU_SCI3,3,3F,302,SCI3 302,classroom
DKU_SCI3_3_303,DKU_SCI3,3,3F,303,SCI3 303,classroom
DKU_SCI3_3_304,DKU_SCI3,3,3F,304,SCI3 304,classroom
DKU_SCI3_3_305,DKU_SCI3,3,3F,305,SCI3 305,classroom
DKU_SCI3_3_305_1,DKU_SCI3,3,3F,305-1,SCI3 305-1,classroom
DKU_SCI3_3_305_2,DKU_SCI3,3,3F,305-2,SCI3 305-2,classroom
DKU_SCI3_3_305_3,DKU_SCI3,3,3F,305-3,SCI3 305-3,classroom
DKU_SCI3_3_306,DKU_SCI3,3,3F,306,SCI3 306,classroom
DKU_SCI3_3_307,DKU_SCI3,3,3F,307,SCI3 307,classroom
DKU_SCI3_3_308,DKU_SCI3,3,3F,308,SCI3 308,classroom
DKU_SCI3_3_309,DKU_SCI3,3,3F,309,SCI3 309,classroom
DKU_SCI3_3_310,DKU_SCI3,3,3F,310,SCI3 310,classroom
DKU_SCI3_3_311,DKU_SCI3,3,3F,311,SCI3 311,classroom
DKU_SCI3_3_312,DKU_SCI3,3,3F,312,SCI3 312,classroom
DKU_SCI3_3_313,DKU_SCI3,3,3F,313,SCI3 313,classroom
DKU_SCI3_3_314,DKU_SCI3,3,3F,314,SCI3 314,classroom
DKU_SCI3_3_315,DKU_SCI3,3,3F,315,SCI3 315,classroom
DKU_SCI3_3_315_1,DKU_SCI3,3,3F,315-1,SCI3 315-1,classroom
DKU_SCI3_3_316,DKU_SCI3,3,3F,316,SCI3 316,classroom
DKU_SCI3_3_317,DKU_SCI3,3,3F,317,SCI3 317,classroom
DKU_SCI3_3_318,DKU_SCI3,3,3F,318,SCI3 318,classroom
DKU_SCI3_3_319,DKU_SCI3,3,3F,319,SCI3 319,classroom
DKU_SCI3_3_320,DKU_SCI3,3,3F,320,SCI3 320,classroom
DKU_SCI3_3_321,DKU_SCI3,3,3F,321,SCI3 321,classroom
DKU_SCI3_3_321_1,DKU_SCI3,3,3F,321-1,SCI3 321-1,classroom
DKU_SCI3_4_401,DKU_SCI3,4,4F,401,SCI3 401,classroom
DKU_SCI3_4_402,DKU_SCI3,4,4F,402,SCI3 402,classroom
DKU_SCI3_4_403,DKU_SCI3,4,4F,403,SCI3 403,classroom
DKU_SCI3_4_404,DKU_SCI3,4,4F,404,SCI3 404,classroom
DKU_SCI3_4_405,DKU_SCI3,4,4F,405,SCI3 405,classroom
DKU_SCI3_4_406,DKU_SCI3,4,4F,406,SCI3 406,classroom
DKU_SCI3_4_407,DKU_SCI3,4,4F,407,SCI3 407,classroom
DKU_SCI3_4_408,DKU_SCI3,4,4F,408,SCI3 408,classroom
DKU_SCI3_4_409,DKU_SCI3,4,4F,409,SCI3 409,classroom
DKU_SCI3_4_410,DKU_SCI3,4,4F,410,SCI3 410,classroom
DKU_SCI3_4_411,DKU_SCI3,4,4F,411,SCI3 411,classroom
DKU_SCI3_4_412,DKU_SCI3,4,4F,412,SCI3 412,classroom
DKU_SCI3_4_413,DKU_SCI3,4,4F,413,SCI3 413,classroom
DKU_SCI3_4_414,DKU_SCI3,4,4F,414,SCI3 414,classroom
DKU_SCI3_4_415,DKU_SCI3,4,4F,415,SCI3 415,classroom
DKU_SCI3_4_416,DKU_SCI3,4,4F,416,SCI3 416,classroom
DKU_SCI3_4_417,DKU_SCI3,4,4F,417,SCI3 417,classroom
DKU_SCI3_4_418,DKU_SCI3,4,4F,418,SCI3 418,classroom
DKU_SCI3_4_419,DKU_SCI3,4,4F,419,SCI3 419,classroom
DKU_SCI3_4_420,DKU_SCI3,4,4F,420,SCI3 420,classroom
DKU_SCI3_4_421,DKU_SCI3,4,4F,421,SCI3 421,classroom
DKU_SCI3_4_422,DKU_SCI3,4,4F,422,SCI3 422,classroom
DKU_SCI3_4_422_1,DKU_SCI3,4,4F,422-1,SCI3 422-1,classroom
DKU_SCI3_4_423,DKU_SCI3,4,4F,423,SCI3 423,classroom
DKU_SCI3_4_424,DKU_SCI3,4,4F,424,SCI3 424,classroom
DKU_SCI3_5_501,DKU_SCI3,5,5F,501,SCI3 501,classroom
DKU_SCI3_5_502,DKU_SCI3,5,5F,502,SCI3 502,classroom
DKU_SCI3_5_503,DKU_SCI3,5,5F,503,SCI3 503,classroom
DKU_SCI3_5_504,DKU_SCI3,5,5F,504,SCI3 504,classroom
DKU_SCI3_5_505,DKU_SCI3,5,5F,505,SCI3 505,classroom
DKU_SCI3_5_506,DKU_SCI3,5,5F,506,SCI3 506,classroom
DKU_SCI3_5_507,DKU_SCI3,5,5F,507,SCI3 507,classroom
DKU_SCI3_5_508,DKU_SCI3,5,5F,508,SCI3 508,classroom
DKU_SCI3_5_509,DKU_SCI3,5,5F,509,SCI3 509,classroom
DKU_SCI3_5_510,DKU_SCI3,5,5F,510,SCI3 510,classroom
DKU_SCI3_5_511,DKU_SCI3,5,5F,511,SCI3 511,classroom
DKU_SCI3_5_512,DKU_SCI3,5,5F,512,SCI3 512,classroom
DKU_SCI3_5_513,DKU_SCI3,5,5F,513,SCI3 513,classroom
DKU_SCI3_5_514,DKU_SCI3,5,5F,514,SCI3 514,classroom
DKU_SCI3_5_515,DKU_SCI3,5,5F,515,SCI3 515,classroom
DKU_SCI3_5_516,DKU_SCI3,5,5F,516,SCI3 516,classroom
DKU_SCI3_5_517,DKU_SCI3,5,5F,517,SCI3 517,classroom
DKU_SCI3_5_518,DKU_SCI3,5,5F,518,SCI3 518,classroom
DKU_SCI3_5_519,DKU_SCI3,5,5F,519,SCI3 519,classroom
DKU_SCI3_5_520,DKU_SCI3,5,5F,520,SCI3 520,classroom
DKU_SCI3_5_521,DKU_SCI3,5,5F,521,SCI3 521,classroom
DKU_SCI3_5_522,DKU_SCI3,5,5F,522,SCI3 522,classroom
